DocType: Bank Statement Transaction Settings Item,Bank Data,銀行數據
DocType: Purchase Receipt Item,Sample Quantity,樣品數量
DocType: Manufacturing Settings,"Update BOM cost automatically via Scheduler, based on latest valuation rate / price list rate / last purchase rate of raw materials.",根據最新的估值/價格清單率/最近的原材料採購率，通過計劃程序自動更新BOM成本。
apps/erpnext/erpnext/accounts/doctype/account/account.py +57,Account {0}: Parent account {1} does not belong to company: {2},帳戶{0}：父帳戶{1}不屬於公司：{2}
apps/erpnext/erpnext/setup/doctype/company/company.js +126,Successfully deleted all transactions related to this company!,成功刪除與該公司相關的所有交易！
apps/erpnext/erpnext/accounts/report/accounts_payable/accounts_payable.js +22,As on Date,隨著對日
DocType: Program Enrollment,Enrollment Date,報名日期
DocType: Healthcare Settings,Out Patient SMS Alerts,輸出病人短信
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +78,Probation,緩刑
DocType: Program Enrollment Tool,New Academic Year,新學年
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js +866,Return / Credit Note,返回/信用票據
DocType: Stock Settings,Auto insert Price List rate if missing,自動插入價目表率，如果丟失
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +137,Total Paid Amount,總支付金額
DocType: Job Card,Transferred Qty,轉讓數量
apps/erpnext/erpnext/config/learn.py +11,Navigating,導航
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +141,Planning,規劃
DocType: Contract,Signee,簽署人
DocType: Share Balance,Issued,發行
DocType: Loan,Repayment Start Date,還款開始日期
apps/erpnext/erpnext/education/doctype/student/student_dashboard.py +14,Student Activity,學生活動
apps/erpnext/erpnext/accounts/report/purchase_register/purchase_register.py +80,Supplier Id,供應商編號
DocType: Payment Request,Payment Gateway Details,支付網關細節
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +290,Quantity should be greater than 0,量應大於0
DocType: Journal Entry,Cash Entry,現金分錄
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse_tree.js +17,Child nodes can be only created under 'Group' type nodes,子節點可以在&#39;集團&#39;類型的節點上創建
DocType: Academic Year,Academic Year Name,學年名稱
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +1182,{0} not allowed to transact with {1}. Please change the Company.,不允許{0}與{1}進行交易。請更改公司。
DocType: Sales Partner,Contact Desc,聯絡倒序
DocType: Email Digest,Send regular summary reports via Email.,使用電子郵件發送定期匯總報告。
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +289,Please set default account in Expense Claim Type {0},請報銷類型設置默認帳戶{0}
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application_dashboard.html +11,Available Leaves,可用的葉子
DocType: Assessment Result,Student Name,學生姓名
DocType: Hub Tracked Item,Item Manager,項目經理
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +150,Payroll Payable,應付職工薪酬
DocType: Plant Analysis,Collection Datetime,收集日期時間
DocType: Work Order,Total Operating Cost,總營運成本
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.py +172,Note: Item {0} entered multiple times,注：項目{0}多次輸入
apps/erpnext/erpnext/config/selling.py +41,All Contacts.,所有聯絡人。
DocType: Accounting Period,Closed Documents,關閉的文件
DocType: Healthcare Settings,Manage Appointment Invoice submit and cancel automatically for Patient Encounter,管理約會發票提交並自動取消患者遭遇
DocType: Patient Appointment,Referring Practitioner,轉介醫生
apps/erpnext/erpnext/public/js/setup_wizard.js +71,Company Abbreviation,公司縮寫
apps/erpnext/erpnext/healthcare/doctype/healthcare_practitioner/healthcare_practitioner.py +51,User {0} does not exist,用戶{0}不存在
DocType: Payment Term,Day(s) after invoice date,發票日期後的天數
apps/erpnext/erpnext/setup/doctype/company/company.js +34,Date of Commencement should be greater than Date of Incorporation,開始日期應大於公司註冊日期
DocType: Contract,Signed On,簽名
DocType: Bank Account,Party Type,黨的類型
DocType: Payment Schedule,Payment Schedule,付款時間表
DocType: Item Attribute Value,Abbreviation,縮寫
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py +220,Payment Entry already exists,付款項目已存在
DocType: Subscription,Trial Period End Date,試用期結束日期
apps/erpnext/erpnext/setup/doctype/authorization_control/authorization_control.py +36,Not authroized since {0} exceeds limits,不允許因為{0}超出範圍
DocType: Serial No,Asset Status,資產狀態
DocType: Delivery Note,Over Dimensional Cargo (ODC),超尺寸貨物（ODC）
DocType: Hotel Room,Hotel Manager,酒店經理
apps/erpnext/erpnext/shopping_cart/doctype/shopping_cart_settings/shopping_cart_settings.py +64,Set Tax Rule for shopping cart,購物車稅收規則設定
DocType: Purchase Invoice,Taxes and Charges Added,稅費上架
apps/erpnext/erpnext/assets/doctype/asset/asset.py +223,Depreciation Row {0}: Next Depreciation Date cannot be before Available-for-use Date,折舊行{0}：下一個折舊日期不能在可供使用的日期之前
,Sales Funnel,銷售漏斗
apps/erpnext/erpnext/setup/doctype/company/company.py +53,Abbreviation is mandatory,縮寫是強制性的
DocType: Project,Task Progress,任務進度
apps/erpnext/erpnext/templates/includes/navbar/navbar_items.html +7,Cart,車
DocType: Staffing Plan,Total Estimated Budget,預計總預算
,Qty to Transfer,轉移數量
apps/erpnext/erpnext/config/selling.py +13,Quotes to Leads or Customers.,行情到引線或客戶。
DocType: Stock Settings,Role Allowed to edit frozen stock,此角色可以編輯凍結的庫存
,Territory Target Variance Item Group-Wise,地域內跨項目群組間的目標差異
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +108,All Customer Groups,所有客戶群組
apps/erpnext/erpnext/accounts/doctype/budget/budget.py +155,Accumulated Monthly,每月累計
apps/erpnext/erpnext/controllers/accounts_controller.py +864,{0} is mandatory. Maybe Currency Exchange record is not created for {1} to {2}.,{0}是強制性的。也許外幣兌換記錄為{1}到{2}尚未建立。
apps/erpnext/erpnext/hr/doctype/staffing_plan/staffing_plan.py +51,Staffing Plan {0} already exist for designation {1},已存在人員配置計劃{0}以用於指定{1}
apps/erpnext/erpnext/accounts/doctype/tax_rule/tax_rule.py +46,Tax Template is mandatory.,稅務模板是強制性的。
apps/erpnext/erpnext/accounts/doctype/account/account.py +51,Account {0}: Parent account {1} does not exist,帳戶{0}：父帳戶{1}不存在
DocType: POS Closing Voucher,Period Start Date,期間開始日期
DocType: Purchase Invoice Item,Price List Rate (Company Currency),價格列表費率（公司貨幣）
DocType: Products Settings,Products Settings,產品設置
,Item Price Stock,項目價格股票
apps/erpnext/erpnext/config/accounts.py +550,To make Customer based incentive schemes.,制定基於客戶的激勵計劃。
DocType: Lab Prescription,Test Created,測試創建
DocType: Healthcare Settings,Custom Signature in Print,自定義簽名打印
DocType: Account,Temporary,臨時
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +127,Customer LPO No.,客戶LPO號
DocType: Amazon MWS Settings,Market Place Account Group,市場賬戶組
apps/erpnext/erpnext/accounts/doctype/payment_order/payment_order.js +14,Make Payment Entries,付款條目
DocType: Program,Courses,培訓班
DocType: Monthly Distribution Percentage,Percentage Allocation,百分比分配
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +91,Secretary,秘書
apps/erpnext/erpnext/regional/india/utils.py +177,House rented dates required for exemption calculation,房子租用日期計算免責
DocType: Global Defaults,"If disable, 'In Words' field will not be visible in any transaction",如果禁用“，在詞”字段不會在任何交易可見
apps/erpnext/erpnext/accounts/doctype/subscription/subscription.js +29,This action will stop future billing. Are you sure you want to cancel this subscription?,此操作將停止未來的結算。您確定要取消此訂閱嗎？
DocType: Serial No,Distinct unit of an Item,一個項目的不同的單元
DocType: Supplier Scorecard Criteria,Criteria Name,標準名稱
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.js +406,Please set Company,請設公司
DocType: Procedure Prescription,Procedure Created,程序已創建
DocType: Pricing Rule,Buying,採購
apps/erpnext/erpnext/config/agriculture.py +24,Diseases & Fertilizers,疾病與肥料
DocType: HR Settings,Employee Records to be created by,員工紀錄的創造者
DocType: Inpatient Record,AB Negative,AB陰性
DocType: POS Profile,Apply Discount On,申請折扣
DocType: Member,Membership Type,會員類型
,Reqd By Date,REQD按日期
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +147,Creditors,債權人
DocType: Assessment Plan,Assessment Name,評估名稱
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.js +107,Show PDC in Print,在打印中顯示PDC
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +95,Row # {0}: Serial No is mandatory,行＃{0}：序列號是必需的
DocType: Purchase Taxes and Charges,Item Wise Tax Detail,項目智者稅制明細
DocType: Employee Onboarding,Job Offer,工作機會
apps/erpnext/erpnext/public/js/setup_wizard.js +71,Institute Abbreviation,研究所縮寫
,Item-wise Price List Rate,全部項目的價格表
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +1156,Supplier Quotation,供應商報價
DocType: Quotation,In Words will be visible once you save the Quotation.,報價一被儲存，就會顯示出來。
apps/erpnext/erpnext/utilities/transaction_base.py +169,Quantity ({0}) cannot be a fraction in row {1},數量（{0}）不能是行{1}中的分數
apps/erpnext/erpnext/utilities/transaction_base.py +169,Quantity ({0}) cannot be a fraction in row {1},數量（{0}）不能是行{1}中的分數
DocType: Contract,Unsigned,無符號
DocType: Selling Settings,Each Transaction,每筆交易
apps/erpnext/erpnext/stock/doctype/item/item.py +523,Barcode {0} already used in Item {1},條碼{0}已經用在項目{1}
apps/erpnext/erpnext/config/selling.py +86,Rules for adding shipping costs.,增加運輸成本的規則。
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.py +72,Varaiance ,Varaiance
DocType: Item,Opening Stock,打開股票
apps/erpnext/erpnext/support/doctype/warranty_claim/warranty_claim.py +20,Customer is required,客戶是必需的
DocType: Lab Test,Result Date,結果日期
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +129,PDC/LC Date,PDC / LC日期
DocType: Purchase Order,To Receive,接受
DocType: Leave Period,Holiday List for Optional Leave,可選假期的假期列表
DocType: Asset,Asset Owner,資產所有者
DocType: Purchase Invoice,Reason For Putting On Hold,擱置的理由
DocType: Employee,Personal Email,個人電子郵件
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.py +86,Total Variance,總方差
DocType: Accounts Settings,"If enabled, the system will post accounting entries for inventory automatically.",如果啟用，系統將自動為發布庫存會計分錄。
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +264,Attendance for employee {0} is already marked for this day,考勤員工{0}已標記為這一天
DocType: Work Order Operation,"in Minutes
Updated via 'Time Log'","在分
經由“時間日誌”更新"
DocType: Customer,From Lead,從鉛
DocType: Amazon MWS Settings,Synch Orders,同步訂單
apps/erpnext/erpnext/config/manufacturing.py +13,Orders released for production.,發布生產訂單。
apps/erpnext/erpnext/public/js/account_tree_grid.js +65,Select Fiscal Year...,選擇會計年度...
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +639,POS Profile required to make POS Entry,所需的POS資料，使POS進入
apps/erpnext/erpnext/accounts/doctype/loyalty_program/loyalty_program.js +15,"Loyalty Points will be calculated from the spent done (via the Sales Invoice), based on collection factor mentioned.",忠誠度積分將根據所花費的完成量（通過銷售發票）計算得出。
DocType: Company,HRA Settings,HRA設置
DocType: Employee Transfer,Transfer Date,轉移日期
apps/erpnext/erpnext/patches/v4_0/create_price_list_if_missing.py +21,Standard Selling,標準銷售
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +244,Atleast one warehouse is mandatory,至少要有一間倉庫
apps/erpnext/erpnext/healthcare/doctype/healthcare_service_unit_type/healthcare_service_unit_type.py +14,"Configure Item Fields like UOM, Item Group, Description and No of Hours.",配置項目字段，如UOM，項目組，描述和小時數。
DocType: Certification Application,Certification Status,認證狀態
DocType: Travel Itinerary,Travel Advance Required,需要旅行預付款
DocType: Subscriber,Subscriber Name,訂戶名稱
DocType: Bank Statement Transaction Settings Item,Mapped Data Type,映射數據類型
DocType: BOM Update Tool,Replace,更換
apps/erpnext/erpnext/templates/includes/product_list.js +42,No products found.,找不到產品。
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +396,{0} against Sales Invoice {1},{0}針對銷售發票{1}
DocType: Antibiotic,Laboratory User,實驗室用戶
DocType: Request for Quotation Item,Project Name,專案名稱
DocType: Customer,Mention if non-standard receivable account,提到如果不規範應收賬款
apps/erpnext/erpnext/hr/doctype/employee_benefit_application/employee_benefit_application.py +63,Please add the remaining benefits {0} to any of the existing component,請將其餘好處{0}添加到任何現有組件
DocType: Journal Entry Account,If Income or Expense,如果收入或支出
DocType: Bank Statement Transaction Entry,Matching Invoices,匹配發票
DocType: Work Order,Required Items,所需物品
DocType: Stock Ledger Entry,Stock Value Difference,庫存價值差異
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py +63,Item Row {0}: {1} {2} does not exist in above '{1}' table,項目行{0}：{1} {2}在上面的“{1}”表格中不存在
apps/erpnext/erpnext/config/learn.py +229,Human Resource,人力資源
DocType: Payment Reconciliation Payment,Payment Reconciliation Payment,付款方式付款對賬
DocType: Disease,Treatment Task,治療任務
DocType: Payment Order Reference,Bank Account Details,銀行賬戶明細
DocType: Purchase Order Item,Blanket Order,總訂單
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +39,Tax Assets,所得稅資產
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +631,Production Order has been {0},生產訂單已經{0}
apps/erpnext/erpnext/regional/india/utils.py +186,House rent paid days overlap with {0},房租支付天數與{0}重疊
DocType: BOM Item,BOM No,BOM No.
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +192,Journal Entry {0} does not have account {1} or already matched against other voucher,日記條目{0}沒有帳號{1}或已經匹配其他憑證
DocType: Item,Moving Average,移動平均線
DocType: BOM Update Tool,The BOM which will be replaced,這將被替換的物料清單
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +47,Electronic Equipments,電子設備
DocType: Asset,Maintenance Required,需要維護
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py +63,Leaves must be allocated in multiples of 0.5,休假必須安排成0.5倍的
DocType: Work Order,Operation Cost,運營成本
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +223,Identifying Decision Makers,確定決策者
apps/erpnext/erpnext/selling/report/customer_credit_balance/customer_credit_balance.py +47,Outstanding Amt,優秀的金額
DocType: Sales Person,Set targets Item Group-wise for this Sales Person.,為此銷售人員設定跨項目群組間的目標。
DocType: Stock Settings,Freeze Stocks Older Than [Days],凍結早於[Days]的庫存
DocType: Payment Request,Payment Ordered,付款訂購
DocType: Asset Maintenance Team,Maintenance Team Name,維護組名稱
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +42,"If two or more Pricing Rules are found based on the above conditions, Priority is applied. Priority is a number between 0 to 20 while default value is zero (blank). Higher number means it will take precedence if there are multiple Pricing Rules with same conditions.",如果兩個或更多的定價規則是基於上述條件發現，優先級被應用。優先權是一個介於0到20，而預設值是零（空）。數字越大，意味著其將優先考慮是否有與相同條件下多個定價規則。
apps/erpnext/erpnext/crm/doctype/opportunity/opportunity.py +197,Customer is mandatory if 'Opportunity From' is selected as Customer,如果選擇“機會來源”作為客戶，則客戶是強制性的
apps/erpnext/erpnext/controllers/trends.py +36,Fiscal Year: {0} does not exists,會計年度：{0}不存在
DocType: Currency Exchange,To Currency,到貨幣
DocType: Leave Block List,Allow the following users to approve Leave Applications for block days.,允許以下用戶批准許可申請的區塊天。
apps/erpnext/erpnext/hr/doctype/employee/employee_dashboard.py +30,Lifecycle,生命週期
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.js +142,Make BOM,製作BOM
apps/erpnext/erpnext/controllers/selling_controller.py +161,Selling rate for item {0} is lower than its {1}. Selling rate should be atleast {2},項目{0}的銷售價格低於其{1}。售價應至少為{2}
apps/erpnext/erpnext/controllers/selling_controller.py +161,Selling rate for item {0} is lower than its {1}. Selling rate should be atleast {2},項目{0}的銷售價格低於其{1}。售價應至少為{2}
DocType: Subscription,Taxes,稅
DocType: Purchase Invoice,capital goods,資本貨物
DocType: Purchase Invoice Item,Weight Per Unit,每單位重量
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +363,Paid and Not Delivered,支付和未送達
DocType: QuickBooks Migrator,Default Cost Center,預設的成本中心
apps/erpnext/erpnext/config/stock.py +7,Stock Transactions,庫存交易明細
DocType: Budget,Budget Accounts,預算科目
DocType: Employee,Internal Work History,內部工作經歷
DocType: Depreciation Schedule,Accumulated Depreciation Amount,累計折舊額
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +42,Private Equity,私募股權投資
DocType: Supplier Scorecard Variable,Supplier Scorecard Variable,供應商記分卡變數
apps/erpnext/erpnext/assets/doctype/asset/asset.py +75,Please create purchase receipt or purchase invoice for the item {0},請為項目{0}創建購買收據或購買發票
DocType: Employee Advance,Due Advance Amount,到期金額
DocType: Maintenance Visit,Customer Feedback,客戶反饋
DocType: Account,Expense,費用
apps/erpnext/erpnext/education/doctype/assessment_result/assessment_result.js +48,Score cannot be greater than Maximum Score,分數不能超過最高得分更大
DocType: Support Search Source,Source Type,來源類型
apps/erpnext/erpnext/utilities/user_progress.py +129,Customers and Suppliers,客戶和供應商
DocType: Item Attribute,From Range,從範圍
DocType: BOM,Set rate of sub-assembly item based on BOM,基於BOM設置子組合項目的速率
DocType: Inpatient Occupancy,Invoiced,已開發票
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +179,Syntax error in formula or condition: {0},式或條件語法錯誤：{0}
DocType: Daily Work Summary Settings Company,Daily Work Summary Settings Company,每日工作總結公司的設置
apps/erpnext/erpnext/stock/utils.py +149,Item {0} ignored since it is not a stock item,項目{0}被忽略，因為它不是一個庫存項目
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +23,"To not apply Pricing Rule in a particular transaction, all applicable Pricing Rules should be disabled.",要在一個特定的交易不適用於定價規則，所有適用的定價規則應該被禁用。
DocType: Payment Term,Day(s) after the end of the invoice month,發票月份結束後的一天
DocType: Assessment Group,Parent Assessment Group,家長評估小組
,Sales Order Trends,銷售訂單趨勢
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.js +51,The 'From Package No.' field must neither be empty nor it's value less than 1.,“From Package No.”字段不能為空，也不能小於1。
DocType: Employee,Held On,舉行
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order_calendar.js +36,Production Item,生產項目
,Employee Information,僱員資料
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.py +242,Healthcare Practitioner not available on {0},醫療從業者在{0}上不可用
DocType: Stock Entry Detail,Additional Cost,額外費用
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +57,"Can not filter based on Voucher No, if grouped by Voucher",是冷凍的帳戶。要禁止該帳戶創建/編輯事務，你需要角色
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.js +975,Make Supplier Quotation,讓供應商報價
DocType: Quality Inspection,Incoming,來
apps/erpnext/erpnext/setup/doctype/company/company.js +90,Default tax templates for sales and purchase are created.,銷售和採購的默認稅收模板被創建。
apps/erpnext/erpnext/education/doctype/assessment_result/assessment_result.py +44,Assessment Result record {0} already exists.,評估結果記錄{0}已經存在。
DocType: Item,"Example: ABCD.#####. If series is set and Batch No is not mentioned in transactions, then automatic batch number will be created based on this series. If you always want to explicitly mention Batch No for this item, leave this blank. Note: this setting will take priority over the Naming Series Prefix in Stock Settings.",例如：ABCD。#####。如果系列已設置且交易中未提及批號，則將根據此系列創建自動批號。如果您始終想要明確提及此料品的批號，請將此留為空白。注意：此設置將優先於庫存設置中的命名系列前綴。
DocType: BOM,Materials Required (Exploded),所需材料（分解）
DocType: Contract,Party User,派對用戶
apps/erpnext/erpnext/stock/report/total_stock_summary/total_stock_summary.py +60,Please set Company filter blank if Group By is 'Company',如果Group By是“Company”，請設置公司過濾器空白
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.py +68,Posting Date cannot be future date,發布日期不能是未來的日期
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +100,Row # {0}: Serial No {1} does not match with {2} {3},行＃{0}：序列號{1}不相匹配{2} {3}
DocType: Stock Entry,Target Warehouse Address,目標倉庫地址
DocType: Agriculture Task,End Day,結束的一天
,Delivery Note Trends,送貨單趨勢
apps/erpnext/erpnext/setup/doctype/email_digest/email_digest.py +120,This Week's Summary,本週的總結
apps/erpnext/erpnext/manufacturing/report/bom_stock_report/bom_stock_report.py +24,In Stock Qty,庫存數量
,Daily Work Summary Replies,日常工作總結回复
DocType: Delivery Trip,Calculate Estimated Arrival Times,計算預計到達時間
apps/erpnext/erpnext/accounts/general_ledger.py +113,Account: {0} can only be updated via Stock Transactions,帳號：{0}只能通過股票的交易進行更新
DocType: Student Group Creation Tool,Get Courses,獲取課程
DocType: Shopify Settings,Webhooks,網絡掛接
DocType: Bank Account,Party,黨
DocType: Variant Field,Variant Field,變種場
apps/erpnext/erpnext/assets/doctype/asset/asset.js +370,Target Location,目標位置
DocType: Sales Order,Delivery Date,交貨日期
DocType: Opportunity,Opportunity Date,機會日期
DocType: Employee,Health Insurance Provider,健康保險提供者
DocType: Products Settings,Show Availability Status,顯示可用性狀態
DocType: Purchase Receipt,Return Against Purchase Receipt,採購入庫的退貨
DocType: Water Analysis,Person Responsible,負責人
DocType: Request for Quotation Item,Request for Quotation Item,詢價項目
DocType: Purchase Order,To Bill,發票待輸入
DocType: Material Request,% Ordered,% 已訂購
DocType: Education Settings,"For Course based Student Group, the Course will be validated for every Student from the enrolled Courses in Program Enrollment.",對於基於課程的學生小組，課程將從入學課程中的每個學生確認。
DocType: Employee Grade,Employee Grade,員工等級
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +81,Piecework,計件工作
apps/erpnext/erpnext/accounts/report/gross_profit/gross_profit.py +68,Avg. Buying Rate,平均。買入價
DocType: Share Balance,From No,來自No
DocType: Task,Actual Time (in Hours),實際時間（小時）
DocType: Employee,History In Company,公司歷史
DocType: Customer,Customer Primary Address,客戶主要地址
apps/erpnext/erpnext/config/learn.py +107,Newsletters,簡訊
apps/erpnext/erpnext/accounts/report/tds_payable_monthly/tds_payable_monthly.py +175,Reference No.,參考編號。
DocType: Drug Prescription,Description/Strength,說明/力量
DocType: Bank Statement Transaction Entry,Create New Payment/Journal Entry,創建新的付款/日記賬分錄
DocType: Certification Application,Certification Application,認證申請
DocType: Leave Type,Is Optional Leave,是可選的休假
DocType: Share Balance,Is Company,是公司
DocType: Stock Ledger Entry,Stock Ledger Entry,庫存總帳條目
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.py +190,{0} on Half day Leave on {1},半天{0}離開{1}
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +87,Same item has been entered multiple times,同一項目已進入多次
DocType: Department,Leave Block List,休假區塊清單
DocType: Purchase Invoice,Tax ID,稅號
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +198,Item {0} is not setup for Serial Nos. Column must be blank,項目{0}不是設定為序列號，此列必須為空白
DocType: Accounts Settings,Accounts Settings,帳戶設定
DocType: Loyalty Program,Customer Territory,客戶地區
DocType: Email Digest,Sales Orders to Deliver,要交付的銷售訂單
apps/erpnext/erpnext/accounts/doctype/account/account_tree.js +28,"Number of new Account, it will be included in the account name as a prefix",新帳號的數量，將作為前綴包含在帳號名稱中
DocType: Maintenance Team Member,Team Member,隊員
apps/erpnext/erpnext/education/doctype/assessment_result_tool/assessment_result_tool.js +151,No Result to submit,沒有結果提交
DocType: Customer,Sales Partner and Commission,銷售合作夥伴及佣金
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py +79,"Total {0} for all items is zero, may be you should change 'Distribute Charges Based On'",共有{0}所有項目為零，可能是你應該“基於分佈式費用”改變
apps/erpnext/erpnext/hr/utils.py +152,To date can not be less than from date,迄今為止不能少於起始日期
DocType: Opportunity,To Discuss,為了討論
apps/erpnext/erpnext/stock/stock_ledger.py +382,{0} units of {1} needed in {2} to complete this transaction.,{0}單位{1}在{2}完成此交易所需。
DocType: Support Settings,Forum URL,論壇URL
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +75,Temporary Accounts,臨時帳戶
apps/erpnext/erpnext/assets/doctype/asset_movement/asset_movement.py +40,Source Location is required for the asset {0},源位置對資產{0}是必需的
DocType: BOM Explosion Item,BOM Explosion Item,BOM展開項目
DocType: Shareholder,Contact List,聯繫人列表
DocType: Account,Auditor,核數師
DocType: Project,Frequency To Collect Progress,頻率收集進展
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.js +254,{0} items produced,生產{0}項目
apps/erpnext/erpnext/utilities/user_progress.py +58,Learn More,學到更多
DocType: Cheque Print Template,Distance from top edge,從頂邊的距離
DocType: POS Closing Voucher Invoices,Quantity of Items,項目數量
apps/erpnext/erpnext/stock/get_item_details.py +521,Price List {0} is disabled or does not exist,價格表{0}禁用或不存在
DocType: Purchase Invoice,Return,退貨
DocType: Pricing Rule,Disable,關閉
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +184,Mode of payment is required to make a payment,付款方式需要進行付款
DocType: Project Task,Pending Review,待審核
apps/erpnext/erpnext/public/js/utils/item_quick_entry.js +14,"Edit in full page for more options like assets, serial nos, batches etc.",在整頁上編輯更多選項，如資產，序列號，批次等。
DocType: Leave Type,Maximum Continuous Days Applicable,最大持續天數適用
apps/erpnext/erpnext/education/doctype/student_group/student_group.py +41,{0} - {1} is not enrolled in the Batch {2},{0}  -  {1} 未在批次處理中註冊 {2}
apps/erpnext/erpnext/assets/doctype/asset/depreciation.py +118,"Asset {0} cannot be scrapped, as it is already {1}",資產{0}不能被廢棄，因為它已經是{1}
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +93,Cheques Required,需要檢查
DocType: Task,Total Expense Claim (via Expense Claim),總費用報銷（通過費用報銷）
apps/erpnext/erpnext/hr/doctype/employee_attendance_tool/employee_attendance_tool.js +177,Mark Absent,馬克缺席
DocType: Job Applicant Source,Job Applicant Source,求職者來源
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py +328,IGST Amount,IGST金額
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py +41,Failed to setup company,未能成立公司
DocType: Asset Repair,Asset Repair,資產修復
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +155,Row {0}: Currency of the BOM #{1} should be equal to the selected currency {2},行{0}：BOM＃的貨幣{1}應等於所選貨幣{2}
DocType: Journal Entry Account,Exchange Rate,匯率
DocType: Patient,Additional information regarding the patient,有關患者的其他信息
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +657,Sales Order {0} is not submitted,銷售訂單{0}未提交
DocType: Homepage,Tag Line,標語
DocType: Fee Component,Fee Component,收費組件
apps/erpnext/erpnext/config/hr.py +286,Fleet Management,車隊的管理
DocType: Fertilizer,Density (if liquid),密度（如果液體）
apps/erpnext/erpnext/education/doctype/course/course.py +20,Total Weightage of all Assessment Criteria must be 100%,所有評估標準的權重總數要達到100％
DocType: Purchase Order Item,Last Purchase Rate,最後預訂價
DocType: Account,Asset,財富
DocType: Project Task,Task ID,任務ID
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +84,Stock cannot exist for Item {0} since has variants,股票可以為項目不存在{0}，因為有變種
